#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	53608518	53608617		0.12	0.6	0.1	0.25	0.21	0.18	0.44	0.31	106.62	12.65	0.48	13.58	37.63	0	20.11	16.15	20.79	23.04	0	49.61	113.53	22.04	18.96	59.48	24.88	59.17	43.5	43.9	44.24
chr7	53608618	53608717		0.59	0.08	0.2	0.31	0.21	0.72	0.12	0.16	46.45	9.7	5.52	21.84	10.96	14.22	26.43	0	36.19	37.12	25.82	0.82	84.72	20.88	65.71	56.43	35.45	19.32	73.14	41.41	57.65
chr7	53608718	53608817		0.42	0.08	0.34	0.38	0.14	0.06	0.31	0.22	69.51	12.22	18.36	16.38	39.71	46.3	27.3	0	0	77.66	46.28	36.08	0	81.2	51.79	70.72	98.93	71.45	63.86	77.64	89.27
chr7	53608818	53608917		0.78	0.2	0.14	0.37	0.56	0.36	0.43	0.29	62.61	32.95	17.44	34.71	67.79	20.32	30.24	0	42.35	40.32	0	43.05	0	91.06	63.51	114.14	75.61	55.59	57.13	85.92	116.61
chr7	53608918	53609017		0.59	0.16	0.57	0.25	0.56	0	0.5	0.38	48.52	41.22	35.28	30.53	64.35	14.69	86.33	0	14.63	35.2	0	49.2	0	38.86	21.6	115.08	62.38	104.92	88.44	80.38	56.72
chr7	53609018	53609117		0.66	0.08	0.2	0	0.63	0.54	0.5	0.23	12.18	23.4	37.12	44.9	61.07	30.2	27.27	63.75	0	19.96	103.3	0	0	4.06	88.57	90.74	120.17	92.72	46.0	38.1	70.49
chr7	53609118	53609217		0.47	0.2	0.34	0.44	0.35	0.54	0.19	0.27	2.16	0.36	73.9	33.87	54.74	38.45	42.56	4.25	0	75.43	41.56	41.0	30.8	43.5	46.3	48.14	58.19	59.4	21.72	32.87	40.31
chr7	53609218	53609317		0.18	0.2	0.15	0.19	0.14	0.66	0.18	0.16	0	37.16	19.42	16.52	19.44	14.28	63.84	58.65	0	0	19.32	29.11	26.9	0	43.81	29.58	61.88	9.84	22.47	0	4.08
chr7	53609318	53609417		0.53	0.12	0.43	0.13	0.21	0.36	0.5	0.26	3.0	12.86	4.66	15.98	1.44	27.87	45.25	0	0	75.12	16.56	25.83	130.72	0	27.94	48.24	46.67	29.48	12.35	34.79	14.14
chr7	53609418	53609517		0.94	0.48	0.82	0.63	0.21	0.9	0.44	0.52	9.71	53.86	12.41	16.93	30.04	32.77	40.8	63.75	0	68.66	0	17.63	61.46	0	28.82	56.61	12.6	61.23	29.19	61.21	27.56
chr7	53609518	53609617		0.81	0.48	0.29	0.06	0.35	0.24	0.43	0.32	48.29	25.44	13.83	20.79	35.22	31.1	44.28	52.7	0	0	12.88	30.34	42.0	0	48.49	77.77	38.66	66.4	32.92	68.96	28.57
chr7	53609618	53609717		0.36	0.28	0.2	0.5	0.21	0	0.06	0.24	0	43.2	23.98	12.81	29.57	36.47	45.39	10.2	0	0	23.0	15.99	42.0	0	24.36	48.93	35.21	21.9	52.2	47.01	40.11
chr7	53609718	53609817		0.06	0.28	0.1	0.5	0.14	0.18	0.06	0.2	4.14	6.11	10.66	0	43.53	41.12	19.83	0	0	20.48	0	4.92	0	40.6	29.92	57.84	26.82	20.16	25.74	24.08	49.05
chr7	53609818	53609917		0.42	0.56	0	0.13	0	0	0.31	0.21	13.86	1.64	13.87	0	21.6	17.27	6.66	39.95	0	26.88	0	27.06	32.48	2.32	46.89	54.92	14.38	43.79	23.62	21.69	42.9
chr7	53609918	53610017		0	0.04	0.15	0	0	0.36	0	0.04	0.62	12.46	17.13	4.34	8.88	13.08	15.05	22.95	0	0	14.26	17.63	8.96	0	16.51	54.85	6.44	56.97	11.97	11.1	38.73
chr7	53610018	53610117		0.54	0.2	0.19	0	0.35	0	0.32	0.19	30.38	44.23	28.77	21.21	21.44	33.82	7.95	0	0	0	21.62	18.86	1.12	0	10.42	62.02	45.12	50.56	33.16	34.61	19.05
chr7	53610118	53610217		0.65	0.36	0.57	0.06	0.35	0.72	0.31	0.32	41.92	34.67	2.98	8.54	14.08	58.08	12.88	0	0	24.32	27.32	46.33	72.54	0	36.1	76.83	68.7	37.09	59.78	109.71	23.76
chr7	53610218	53610317		1.25	0.16	0.58	0.19	0.49	0.18	1.08	0.45	150.88	43.9	55.22	6.44	21.36	53.23	20.85	9.35	0	23.04	44.99	13.12	62.28	0	48.03	138.76	79.41	47.05	96.04	110.55	16.06
chr7	53610318	53610417		0.6	0.36	0.44	0.44	0.35	0	0	0.3	8.52	113.12	57.87	37.54	21.52	22.65	31.19	53.55	0	0	67.19	0	48.72	0	40.96	46.79	44.2	60.39	49.35	66.67	10.84
chr7	53610418	53610517		0.3	0.36	0.25	0.37	0.28	0.12	0.19	0.28	7.68	55.2	36.06	43.51	34.64	35.08	24.7	0	45.43	113.8	25.76	0	23.52	0	24.31	82.11	18.94	37.31	30.05	62.25	28.9
chr7	53610518	53610617		0.18	0.48	0.1	0.45	0.28	0.18	0.12	0.27	11.72	42.94	18.36	12.32	38.19	38.41	16.72	0	11.55	61.02	52.16	64.78	0	0	36.9	41.39	15.55	33.65	25.11	30.66	21.8
chr7	53610618	53610717		0.06	0.4	0	0.32	0.07	0.3	0.19	0.19	25.28	9.21	25.31	15.12	24.58	21.29	0	63.75	0	16.0	0	0	0	0	18.16	37.81	4.41	31.98	6.58	28.98	19.08
chr7	53610718	53610817		0.12	0.32	0	0.06	0.07	0	0.06	0.12	0	2.52	30.64	1.61	22.24	10.25	0	0	0	35.2	31.28	0	0	0	4.75	18.39	0	3.18	9.46	20.86	13.37
chr7	53610818	53610917		0.47	0.28	0.05	0.12	0.49	0	0.13	0.19	0	1.48	18.66	14.43	3.12	26.86	11.8	0	0	12.16	10.58	3.28	42.0	0	23.94	15.83	4.34	3.96	10.38	12.11	27.45
chr7	53610918	53611017		0.76	0.8	0.1	0.12	0.14	0	0.12	0.28	0	11.35	13.0	50.13	6.64	40.28	15.91	0	45.43	0	29.9	28.7	0	0	15.14	41.1	35.32	16.2	28.15	0.36	62.71
chr7	53611018	53611117		0.06	0.12	0.05	0.06	0.49	0	0	0.12	9.12	56.07	2.58	19.68	0	32.66	2.64	0	11.55	0	0	19.27	0	0	5.6	32.79	11.3	17.22	20.65	2.07	9.44
chr7	53611118	53611217		0.06	0.12	0.1	0.06	0.07	0	0.06	0.08	9.12	50.26	13.87	5.6	6.8	11.55	10.68	0	0	0	0	12.71	0	0	5.6	36.31	6.79	7.62	19.2	15.07	4.44
chr7	53611218	53611317		0	0.32	0.35	0.19	0.21	0	0.12	0.23	15.83	15.31	30.6	17.65	8.64	7.0	50.23	0	0	0	0	0	31.36	0	14.93	32.59	9.25	0.12	10.04	10.82	24.32
chr7	53611318	53611417		0.36	0.52	0.15	0.06	0.14	0.3	0	0.19	35.27	21.51	39.19	28.52	12.56	14.5	51.96	63.75	0	0	27.6	8.2	10.08	0	47.07	52.15	38.37	45.74	44.89	18.68	114.6
chr7	53611418	53611517		0.53	0.16	0.44	0.32	0.63	0.84	0.61	0.38	52.64	49.41	31.54	41.66	20.08	31.44	14.83	0	0	0	44.63	50.43	0	2.32	54.5	59.5	60.15	61.7	74.58	88.07	185.67
chr7	53611518	53611617		0.83	0.52	0.48	0.51	0.56	0.18	0.38	0.46	22.56	55.51	27.69	47.05	32.96	43.52	8.98	0	76.6	0	0	5.33	7.3	40.6	46.12	126.57	58.26	98.79	61.87	59.17	131.53
chr7	53611618	53611717		0.42	0.12	0.44	0.25	0.21	0.12	0.63	0.3	9.3	3.88	8.84	15.86	19.36	35.33	21.76	0	37.85	0	61.53	1.64	76.23	35.38	17.77	68.56	30.28	77.07	53.47	46.05	55.92
chr7	53611718	53611817		0.66	0.4	0.24	0.12	0	0	0.5	0.27	14.04	4.66	9.47	28.21	8.88	23.59	22.39	0	0	0	11.04	30.34	0	50.46	2.6	58.09	0.91	36.06	41.89	36.79	28.29
chr7	53611818	53611917		0.24	0.04	0.1	0.06	0	0.06	0.19	0.07	3.18	22.4	25.01	11.69	11.52	33.89	22.13	0	0	42.24	0	0	0	43.5	7.6	56.45	24.65	28.56	18.3	23.67	20.97
chr7	53611918	53612017		0.06	0.04	0.1	0.19	0	0	0.19	0.09	6.96	38.84	15.74	11.41	22.4	7.15	15.49	0	0	5.12	0	0	0	0	9.1	5.58	36.08	9.78	10.27	6.8	48.0
chr7	53612018	53612117		0.06	0.08	0	0.19	0	0	0.06	0.06	7.46	27.45	16.96	6.02	11.04	0.07	2.94	0	0	0	0	0	0	0	6.15	3.9	4.27	0	15.04	12.03	5.12
chr7	53612118	53612217		0	0.12	0.1	0.19	0	0	0.19	0.11	38.32	14.98	12.29	9.52	7.12	17.21	5.68	0	0	0	0	0	0	0	2.1	1.56	2.73	0	2.25	1.62	1.82
chr7	53612218	53612317		0.06	0.12	0.1	0.12	0	0.24	0.25	0.11	38.38	3.33	17.35	23.68	18.56	19.91	8.17	0	0	0	80.13	0	0	0	34.84	18.8	19.42	14.04	23.4	0	17.85
chr7	53612318	53612417		0	0.16	0.1	0.19	0.49	0.3	0.44	0.23	0.84	56.63	12.51	26.46	25.3	40.69	31.47	0	0	0	90.63	12.3	0	0	32.61	54.07	22.76	36.6	34.85	7.56	17.07
chr7	53612418	53612517		0.71	0.88	0.43	0.06	0.21	0.54	0.12	0.37	0.78	39.71	10.88	31.78	63.94	40.53	28.65	0	57.75	0	41.94	33.62	0	0	42.99	57.67	25.49	117.86	49.17	7.45	78.87
chr7	53612518	53612617		0.6	0.32	0.15	0.37	0.28	0.72	0.61	0.31	10.98	8.62	7.58	16.11	19.04	11.51	20.37	0	0	0	4.14	18.04	0	87.0	24.31	40.88	36.0	93.03	37.6	37.77	53.99
chr7	53612618	53612717		0.24	0.36	0.24	0.12	0.28	0	0.36	0.26	0.24	2.96	25.34	12.11	34.8	16.97	16.7	56.1	56.98	35.2	0	32.39	41.44	0	32.1	95.51	52.2	46.59	30.05	28.04	36.1
chr7	53612718	53612817		0.42	0.24	0.19	0	0.07	0	0.31	0.16	80.46	13.88	36.2	9.94	30.33	15.51	5.05	6.8	0	12.16	41.86	32.39	0	0	23.02	21.81	20.22	21.84	14.94	46.73	22.24
chr7	53612818	53612917		0.36	0.56	0.3	0.32	0	0.12	0.12	0.27	40.57	69.84	14.89	11.13	19.28	47.05	27.62	0	53.9	0	67.35	32.39	0	0	7.85	27.53	17.12	29.75	7.69	52.91	13.03
chr7	53612918	53613017		0.66	0.12	0.1	0.12	0.28	0.18	0.12	0.13	90.28	28.39	19.9	16.03	30.32	34.14	28.08	0	3.08	0	33.58	42.64	0	0	15.12	24.56	0.98	16.98	22.65	58.48	49.96
chr7	53613018	53613117		0.3	0.6	0.15	0.76	0.35	0	0.31	0.4	39.16	37.35	37.93	11.55	22.24	15.54	16.25	0	0	0	2.3	46.74	5.04	0	35.28	43.29	44.9	53.24	33.21	85.39	112.6
chr7	53613118	53613217		0.6	0.16	0.19	0.26	0.42	0.12	0.25	0.22	35.33	34.38	22.77	45.76	21.52	24.58	25.07	0	13.09	0	25.76	21.73	120.58	12.76	34.6	89.89	17.65	56.05	47.3	55.67	36.78
chr7	53613218	53613317		0.71	0.44	0.15	0.12	0.21	0.54	0.12	0.21	21.98	12.24	28.47	35.04	33.28	30.11	10.93	0	43.89	0	74.21	58.22	0	61.48	36.9	60.6	36.53	34.71	47.62	21.1	52.27
chr7	53613318	53613417		0.48	0.36	0.15	0.49	0.07	0	0.18	0.25	62.22	0	10.24	8.47	9.76	22.91	14.9	0	0	0	8.74	52.89	20.16	11.6	40.68	52.19	47.66	24.12	39.0	53.96	48.15
chr7	53613418	53613517		0.12	0.36	0.05	0.5	0.49	0.18	0.12	0.27	19.86	5.04	19.49	5.74	19.52	18.82	18.37	0	50.82	0	36.34	65.6	23.52	0	44.41	46.77	62.09	49.88	47.73	32.43	70.08
chr7	53613518	53613617		0.59	0.2	0.05	0.45	0.42	0	0.18	0.22	10.57	20.79	10.51	36.45	24.88	14.58	31.91	0	6.16	97.81	0	4.51	39.2	1.74	54.13	29.52	37.04	27.02	18.25	44.72	58.63
chr7	53613618	53613717		0.12	0.48	0.34	0.19	0.28	0	0.18	0.29	2.64	8.84	23.25	42.5	46.14	22.09	38.29	5.1	0	92.61	23.46	52.07	0	41.18	24.45	24.8	13.8	26.53	6.57	45.13	15.32
chr7	53613718	53613817		0.18	0.32	0.05	0.31	0.21	0.24	0.49	0.25	13.5	9.25	23.3	20.68	46.26	44.06	25.63	57.8	0	0.64	12.42	45.92	15.68	0	50.4	66.21	49.32	96.4	39.22	56.98	14.89
chr7	53613818	53613917		0.24	0.28	0.24	0	0.35	0.06	0.24	0.21	35.86	13.42	33.81	9.48	54.67	47.59	17.38	0	0	0	12.42	89.79	31.92	0	110.01	51.87	93.85	67.75	47.5	83.87	13.01
chr7	53613918	53614017		0.24	0.24	0.15	0.06	0.21	0.06	0.13	0.15	5.34	37.1	34.51	39.21	32.16	23.32	9.58	0	0	0	48.83	23.78	55.44	0	32.01	55.65	67.23	35.43	29.92	118.48	38.01
chr7	53614018	53614117		0.53	0.16	0.15	0.12	0.21	0.72	0.74	0.24	18.3	22.57	27.06	28.54	21.76	10.22	27.3	0	0	0	10.58	40.18	64.64	0	30.77	75.82	128.55	25.43	46.17	148.57	52.37
chr7	53614118	53614217		0.36	0.48	1.4	0.32	0.21	0.48	0.25	0.55	39.74	3.16	19.48	42.57	32.4	28.98	30.87	63.75	0	48.0	72.75	0	62.93	0	45.46	86.23	133.16	73.83	97.76	78.14	117.84
chr7	53614218	53614317		0.18	0.28	0.39	0.25	0.07	0.24	0.44	0.27	21.33	12.87	15.22	40.61	41.03	30.96	46.32	0	0	30.72	94.64	0	127.94	8.12	76.14	80.68	123.3	65.61	128.74	130.36	127.49
chr7	53614318	53614417		0.24	0.12	0.15	0.12	0.42	0.36	0.38	0.2	18.97	46.37	30.99	26.12	23.2	22.05	45.62	42.5	0	16.64	14.26	14.76	99.29	73.08	49.56	100.9	86.74	58.49	74.58	43.87	49.02
chr7	53614418	53614517		0.42	0.6	0.39	0	0.7	1.26	0.36	0.39	31.09	28.1	42.99	40.62	19.44	40.1	35.21	84.06	0	0	0	79.13	0	4.64	56.0	93.97	96.71	39.79	46.71	37.4	44.21
chr7	53614518	53614617		0.24	0.32	0	0.12	0.21	1.45	0.43	0.2	29.45	17.79	22.66	64.93	67.59	21.39	24.1	125.18	53.24	0	0	48.38	0	15.66	35.75	62.19	61.39	38.9	11.02	33.49	37.94
chr7	53614618	53614717		0.18	0.36	0.15	0.31	0.42	0.54	0.69	0.34	19.13	1.81	12.49	51.11	43.83	31.03	32.81	0.85	60.99	0	26.22	86.1	0	28.42	19.71	65.39	64.3	39.5	27.99	61.38	106.84
chr7	53614718	53614817		0.71	0.44	0.1	0.25	0.35	1.02	0.06	0.24	22.39	33.63	18.89	33.68	42.09	47.17	39.39	0	88.79	0	25.76	77.08	0	41.76	66.85	42.1	133.17	42.14	45.61	82.02	65.37
chr7	53614818	53614917		0.59	0.4	0.15	0.76	0.49	0.66	0.31	0.38	10.81	42.18	32.25	39.77	60.55	54.89	26.09	0	26.18	0	19.78	56.58	0	0	64.36	92.69	75.31	68.35	72.64	54.01	60.33
chr7	53614918	53615017		1.42	0.28	0.29	0.06	0.77	0.36	0	0.25	35.55	25.71	38.45	32.55	30.09	80.51	54.25	0	57.75	0	0	51.66	29.68	16.82	52.72	69.7	33.78	92.88	51.64	102.02	89.66
chr7	53615018	53615117		0.59	0.64	0.34	0.19	0.42	0.54	0.31	0.37	24.74	10.17	28.98	19.34	21.2	55.53	47.02	54.4	0	0	32.66	3.69	11.76	26.1	75.08	56.46	42.96	36.13	55.08	73.73	51.87
chr7	53615118	53615217		0.53	0.44	0.05	0	0.14	0.06	0.19	0.17	3.5	0	17.02	25.91	40.71	15.44	27.54	35.7	0	30.08	3.22	75.44	0	0	6.77	46.5	38.96	27.24	35.84	30.7	82.9
chr7	53615218	53615317		1.24	0.24	0.1	0	0	0	0.12	0.1	22.79	3.08	40.92	13.65	24.88	37.09	23.06	35.7	0	17.28	0	20.91	0	0	38.98	39.41	40.73	45.08	6.61	40.02	36.3
chr7	53615318	53615417		1.29	0.88	0	0.31	0.21	0.06	0.25	0.35	24.83	8.57	11.58	17.29	30.16	8.6	31.08	0	0	0	41.98	38.13	0	10.44	49.62	20.12	37.6	53.84	20.5	73.72	25.12
chr7	53615418	53615517		1.16	0.2	0.1	0.51	0.35	0.18	0.24	0.24	44.63	1.35	17.73	14.84	40.36	33.69	32.23	0	0	41.6	61.05	85.69	0	32.48	52.21	62.12	46.71	46.97	36.21	104.52	67.0
chr7	53615518	53615617		0.12	0.48	0.24	0.38	0.56	0.6	0.31	0.36	35.25	9.9	23.27	12.43	47.67	42.0	25.15	0	0	40.96	41.65	36.08	0	0	21.66	70.76	54.14	35.13	50.42	74.67	29.16
chr7	53615618	53615717		0.3	0.52	0.1	0.31	0.07	0.18	0.31	0.27	26.5	8.9	27.55	26.01	35.81	21.39	40.74	55.25	0	12.16	0	22.14	21.28	43.5	17.18	71.9	67.64	26.16	25.66	58.25	91.67
chr7	53615718	53615817		0.54	0.52	0.1	0.13	0.14	0.18	0.18	0.22	129.56	3.44	29.51	28.76	44.67	21.4	26.88	7.65	0	48.0	0	9.84	20.16	87.0	32.2	23.56	58.66	22.14	26.16	63.11	43.86
chr7	53615818	53615917		0.12	0.8	0.05	0.25	0.14	0.18	0.44	0.36	5.44	3.76	16.33	16.39	37.56	8.96	16.22	0	0	0	0	15.58	0	0	7.82	22.05	51.24	25.5	7.3	14.36	16.45
chr7	53615918	53616017		0.48	0.16	0	0.06	0	0.18	0.12	0.07	23.61	17.82	9.92	16.59	27.07	6.23	21.69	0	0	5.76	0	48.79	0	0	4.25	17.64	35.76	5.64	15.1	14.35	11.34
chr7	53616018	53616117		0.24	0.2	0.1	0.13	0.07	0	0.12	0.12	22.81	19.77	19.33	9.24	7.04	0.35	0.64	0	0	41.6	62.1	3.69	0	0	13.0	25.77	20.61	17.38	31.37	31.34	16.65
chr7	53616118	53616217		0.06	0.08	0.24	0.25	0.42	0.06	0.31	0.22	2.58	20.1	10.87	3.92	20.88	18.98	12.7	0	57.75	0	38.18	28.29	0	0	14.25	22.14	9.89	40.97	24.99	18.64	33.11
chr7	53616218	53616317		0.06	0.2	0.05	0.32	0.28	0	0.31	0.2	0	20.81	29.83	22.84	15.12	12.73	26.53	0	4.62	0	22.54	65.6	0	0	39.77	54.06	32.44	49.99	20.35	77.76	44.63
chr7	53616318	53616417		0.12	0.04	0.05	0.18	0	0.54	0.12	0.07	0	41.78	16.06	19.62	12.8	12.53	9.14	7.65	52.36	0	21.62	30.75	42.0	42.92	59.0	98.89	86.79	56.05	17.69	32.91	13.38
chr7	53616418	53616517		0.36	0.04	0.05	0	0.21	0	0.18	0.08	0	5.0	24.59	19.02	17.12	19.68	20.76	55.25	0	0	0	0	0	0	8.32	54.58	43.81	15.78	27.91	34.57	5.62
chr7	53616518	53616617		0.12	0.16	0	0.06	0	0	0.12	0.07	5.16	31.82	11.27	23.79	11.68	33.89	28.73	0	0	0	34.04	0	0	0	5.35	14.06	8.49	8.58	15.55	23.69	6.63
chr7	53616618	53616717		0.06	0.24	0.1	0.13	0	0	0.13	0.12	4.76	25.18	19.33	21.29	23.12	19.62	38.58	0	0	21.81	1.84	18.04	0	0	0.55	42.1	0	21.86	6.64	17.95	11.38
chr7	53616718	53616817		0.12	0.32	0.24	0	0	0.12	0.18	0.16	67.33	9.04	31.96	14.94	41.99	17.3	21.5	0	0	73.41	0	13.94	0	0	7.85	68.46	3.0	53.06	11.13	29.82	32.97
chr7	53616818	53616917		0.59	0.04	0.05	0	0.14	0.12	0.06	0.05	19.23	19.8	21.08	22.84	31.48	26.49	23.39	0	0	48.0	72.81	0	0	0	26.72	64.26	43.85	26.16	30.09	22.66	15.8
chr7	53616918	53617017		0.12	0.28	0.25	0.06	0.07	0	0.3	0.19	75.98	12.68	15.56	8.68	34.14	15.0	8.87	0	3.08	0	73.43	4.1	0	0	63.83	22.55	29.95	2.04	32.53	22.6	11.03
chr7	53617018	53617117		0.36	0.28	0.29	0.19	0.07	0	0.06	0.18	48.88	43.12	14.49	17.8	26.0	17.98	9.3	0	53.9	0	32.2	27.88	0	0	9.69	19.75	16.81	5.88	12.09	32.14	18.41
chr7	53617118	53617217		0.24	0.28	0.1	0.25	0.07	0	0.31	0.19	0	28.42	7.83	17.75	17.04	12.04	9.74	0	0	0	3.68	0	0	0	0	4.59	18.36	11.82	25.2	41.54	3.96
chr7	53617218	53617317		0.6	0.08	0	0.31	0	0.18	0.38	0.13	0	22.04	10.7	37.95	22.4	29.4	26.25	0	0	0	13.8	0	36.96	43.5	2.56	21.02	42.27	31.86	27.86	12.42	21.45
chr7	53617318	53617417		0.36	0.32	0.1	0.37	0.07	0.24	0.31	0.22	0	19.22	10.0	24.84	25.04	10.17	31.81	0	0	23.68	22.08	0	33.6	0	29.48	47.24	22.78	27.92	36.56	44.74	29.72
chr7	53617418	53617517		0.3	0.48	0.05	0.31	0.07	0.24	0.19	0.22	2.4	6.63	13.87	31.6	31.12	23.02	39.63	0	0	23.68	26.22	0	47.04	42.34	27.16	31.59	51.32	48.48	15.06	34.93	51.86
chr7	53617518	53617617		0.18	0.24	0.19	0.44	0.07	0	0.25	0.22	13.08	7.45	35.8	46.0	31.36	53.28	36.53	0	31.57	0	9.66	54.12	6.72	0.58	15.72	64.3	20.03	83.67	84.96	44.46	38.47
chr7	53617618	53617717		1.35	0.76	0.34	0.06	0.35	0	0.94	0.48	9.46	14.22	8.42	33.01	40.42	51.46	50.53	0	25.41	0	26.68	140.22	0	0	87.69	104.48	34.72	89.61	107.91	68.91	40.78
chr7	53617718	53617817		1.3	0.12	0.58	0.37	0.28	0.54	0.81	0.4	17.57	39.6	11.49	40.75	23.12	40.77	19.93	33.93	0	0	9.2	90.61	46.52	0	58.63	96.87	81.43	70.95	33.98	43.94	55.01
chr7	53617818	53617917		0.78	0.48	0.49	0.25	0.21	0.06	0.12	0.31	25.44	1.04	11.12	12.36	37.85	27.58	15.85	91.39	0	0	8.74	3.69	36.96	0	18.08	74.12	60.09	42.37	17.67	23.88	44.88
chr7	53617918	53618017		0.12	0.64	0.44	0.51	0.28	0.18	0.18	0.4	54.86	9.1	18.59	15.54	53.78	19.97	37.11	0	0	57.95	27.14	32.39	0	0	31.24	87.33	66.35	34.97	78.72	37.58	48.87
chr7	53618018	53618117		0.59	0.68	0.25	0.25	0	0.66	0.37	0.33	39.24	38.55	46.47	6.02	47.21	20.03	20.15	0	50.82	37.31	0	38.54	42.0	0	55.69	104.92	50.37	42.1	50.01	77.0	64.08
chr7	53618118	53618217		0.24	0.56	0.05	0.31	0.84	0	0.38	0.39	131.14	22.06	50.26	6.09	38.81	25.22	14.22	0	6.16	0	0	70.11	0	0	76.31	43.63	64.83	71.85	31.66	64.74	39.3
chr7	53618218	53618317		0.36	0.48	0.15	0.13	0.07	0.12	0.31	0.23	38.77	4.51	28.58	26.04	44.0	40.84	26.03	2.55	0	0	28.98	81.59	0	0	11.24	50.17	65.59	25.2	43.24	52.97	9.29
chr7	53618318	53618417		0.18	0.24	0.24	0.57	0.07	0.12	0.24	0.25	6.0	16.87	17.64	15.54	22.56	7.35	40.95	60.35	0	10.88	32.66	82.82	0	22.04	7.75	27.67	36.94	30.06	58.23	35.8	27.69
chr7	53618418	53618517		0.12	0.28	0.2	0.19	0.21	0	0.5	0.25	16.55	59.58	44.76	11.83	10.56	24.21	13.74	0	0	36.48	10.12	15.99	0	20.88	33.09	1.44	31.33	17.7	27.06	33.4	47.9
chr7	53618518	53618617		0.24	0.2	0.2	0.31	0.21	0.36	0.37	0.23	23.93	43.56	25.57	12.46	19.12	19.78	20.85	0	0	0	0	34.85	0	0	46.61	28.4	25.53	37.95	31.87	57.16	24.72
chr7	53618618	53618717		0.18	0	0.05	0.13	0.35	0.12	0.06	0.09	2.52	45.81	15.09	25.89	24.8	32.76	40.16	0	68.03	0	0	29.52	22.96	86.42	27.71	44.03	7.35	46.81	33.92	43.58	15.39
chr7	53618718	53618817		0.3	0.52	0	0.25	0.14	0.3	0.25	0.23	7.38	43.31	19.59	27.38	46.18	29.9	44.43	0	46.33	0	0	15.58	60.6	0	14.66	100.2	52.11	95.03	67.34	43.96	18.87
chr7	53618818	53618917		0.24	0.28	0.05	0.44	0.28	0.24	0.7	0.3	10.62	31.44	16.54	43.13	61.63	19.66	28.14	0	0	18.67	0	84.87	0	0	28.56	93.54	83.06	89.2	51.26	80.58	16.65
chr7	53618918	53619017		0.06	0.08	0	0.12	0.35	0.06	0.12	0.11	44.07	22.57	40.22	30.26	93.31	27.52	54.58	0	0	76.72	69.67	105.78	29.68	0	25.51	86.46	83.82	92.73	105.37	50.37	26.96
chr7	53619018	53619117		0.65	0.72	0.05	0.25	0.14	0.06	0.12	0.27	4.56	31.21	17.92	17.43	70.31	12.28	35.98	0	0	0	9.2	76.67	55.47	0	15.1	47.17	78.92	63.57	83.34	44.16	51.34
chr7	53619118	53619217		0.06	0.04	0.1	0	0.21	0.6	0.44	0.13	0.06	37.16	20.65	20.61	23.04	26.45	11.68	0	0	0	29.9	5.33	66.27	33.06	4.4	25.97	31.32	21.8	35.84	36.56	12.73
chr7	53619218	53619317		0.35	0.2	0.1	0.69	0.21	0.24	0.25	0.26	12.03	4.68	16.73	62.24	9.6	46.49	20.0	0	81.28	0	0	0	15.12	9.86	44.77	45.9	37.2	30.09	30.24	15.98	14.96
chr7	53619318	53619417		0.12	0.2	0.1	0.25	0.14	0	0	0.13	12.12	3.84	8.85	27.06	8.96	5.0	6.47	0	33.23	0	0	32.39	0	0	73.07	50.21	60.0	34.89	16.85	24.31	14.85
chr7	53619418	53619517		0.06	0.2	0.15	0.06	0	0	0.12	0.11	0	0.16	7.91	1.54	6.4	0	0	0	54.67	0	0	64.78	0	0	2.49	3.62	3.6	0.18	9.43	7.74	14.17
chr7	53619518	53619617		0.24	0.2	0.14	0	0.62	0.48	0.19	0.21	0	2.79	14.07	10.08	1.92	2.87	0.24	0	2.31	48.0	0	50.02	0.56	0	2.86	53.78	12.8	38.5	39.39	20.01	46.63
chr7	53619618	53619717		0.47	0.16	0.39	0	0.49	0.66	0.49	0.27	6.48	28.49	69.35	56.01	31.41	46.1	32.53	0	0	45.44	108.43	18.45	40.88	43.5	80.03	120.91	51.71	122.52	54.83	122.61	88.53
chr7	53619718	53619817		1.34	0.16	0.35	0.32	0.49	0.36	0.63	0.33	12.84	14.37	36.73	67.58	58.23	45.9	31.83	0	96.06	1.92	0.92	27.47	0	0	78.47	114.3	77.64	136.89	58.14	128.94	131.59
chr7	53619818	53619917		0.29	0.2	0.05	0.19	0.7	0	0.51	0.27	10.68	6.71	12.34	5.39	28.71	20.64	7.19	0	18.56	0	17.94	0	0	0	57.74	61.38	33.88	37.52	36.72	73.26	74.15
